Code,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401
01110,5.5037594,5.0730176,4.5625696,4.364044,3.8656793,3.6143403,3.2831557,3.3864408,3.222613,3.1737041
01120,1.1240569,1.1119847,1.1525344,1.1247458,1.060017,1.1019176,1.2038879,1.0986625,1.0457768,0.944608
01130,1.531875,1.6312877,1.63848,1.625077,1.6756091,1.4829009,1.6593442,1.584157,1.4764487,1.4525888
01140,0.01189062,0.0075200563,0.006493824,0.023044428,0.018351208,0.018997248,0.0059658443,0.023737552,0.043307617,0.02257964
01150,0.013174802,0.020127693,0.016440215,0.01410434,0.012485305,0.015108856,0.023090404,0.019824065,0.010798529,0.013743051
01160,0.06033572,0.041957483,0.05019751,0.043016214,0.05862364,0.053599134,0.08506912,0.06782861,0.08024487,0.062139682
01190,0.13269365,0.14788637,0.13868007,0.182203,0.18532726,0.21548264,0.22335306,0.20803195,0.2375416,0.24226771
01210,0.18291679,0.23939581,0.25644422,0.2799532,0.28083646,0.3992013,0.42958167,0.3927019,0.36796236,0.31016582
01220,0.30180144,0.27649596,0.35109302,0.3590876,0.398941,0.5518687,0.43994915,0.42204154,0.38930884,0.44293013
01230,0.572089,0.39369148,0.4732638,0.44194773,0.45905703,0.44289273,0.41520163,0.3699957,0.27221105,0.24136955
01240,0.64060384,0.88036984,0.86097705,0.7723333,0.9123452,0.94638795,0.9089509,0.9288377,0.94213665,0.8573069
01250,0.4830612,0.52597886,0.622101,0.7068871,0.71990246,0.67270136,0.7584209,0.7989059,0.8440685,0.8430316
01260,0.019056946,0.020294191,0.035205163,0.017134199,0.028819803,0.029912798,0.028218728,0.022630839,0.013684029,0.02822747
01270,0.06011769,0.05657479,0.057158373,0.066920556,0.060704373,0.027708622,0.03244023,0.019435644,0.028874569,0.03356216
01280,0.07647746,0.09160687,0.27417526,0.23354688,0.2705169,0.15045713,0.14354712,0.12097605,0.12848023,0.114172235
01290,0.0,0.0,0.0015862377,0.0021413034,0.0005469285,0.00014985913,0.00076873356,0.0,0.00018524771,0.00022408547
01300,0.031666018,0.02115123,0.019783873,0.008457354,0.025372135,0.03694784,0.023839407,0.031864062,0.02560808,0.016671596
01411,1.2235129,1.3550107,1.6612688,1.7847674,1.787446,1.7364634,1.7928969,1.6760483,1.4200548,1.258405
01412,0.063354805,0.06613847,0.058120523,0.08380574,0.08250604,0.09758863,0.09261272,0.111894846,0.10459649,0.09436521
01420,0.0063432604,0.005833473,0.006596092,0.00472514,0.005510491,0.009055265,0.008861322,0.012591419,0.009933513,0.012881284
01430,0.010016843,0.0072326227,0.008911724,0.0049132793,0.006308753,0.008590961,0.008423341,0.004541493,0.0078479955,0.007542925
01440,4.199829,3.8279505,3.816347,4.0164685,3.8422651,3.938965,3.855539,3.7858899,3.448195,2.9442751
01461,0.030633641,0.03742134,0.055500958,0.06826777,0.07022296,0.08354121,0.090885885,0.0485301,0.022011392,0.026816389
01462,0.2608648,0.25861594,0.25596967,0.24148388,0.23199625,0.24332085,0.2565785,0.23743801,0.21970102,0.22216426
01490,0.07588718,0.07532384,0.08147865,0.08357577,0.10004474,0.12700789,0.123134896,0.103191435,0.113619514,0.105170146
01500,0.68453026,0.6412903,0.64788944,0.5252154,0.46565682,0.49698836,0.47640538,0.49119055,0.5697497,0.40461248
01610,0.5107457,0.5467354,0.43322057,0.41280445,0.47886735,0.68527234,0.8084077,0.9161926,0.8118974,0.85896754
01620,0.05079672,0.036466006,0.030336777,0.033301506,0.04199568,0.06241585,0.07840241,0.065694295,0.05537291,0.04970414
01630,0.011274246,0.013236722,0.014848016,0.020618621,0.014625018,0.020041272,0.02603927,0.03617962,0.021606205,0.021132559
01640,0.0,0.00018973125,0.0,0.0,0.0,0.0007507871,0.00031683952,0.0,0.0,0.0003271324
01700,0.0,0.0,0.000567836,0.0020454891,0.0011472761,0.0004913898,0.00088869163,0.0014666626,0.0,0.0005942891
02100,0.002845447,0.0052238097,0.0011812819,0.0031801146,0.0013157841,0.00244495,0.00079354225,0.0014799304,0.0074121067,0.0025875387
02200,0.012721354,0.03000505,0.0279962,0.043892954,0.04309891,0.020540176,0.01279623,0.015435145,0.020976808,0.017746009
02300,0.0036148108,0.0042999093,0.0041337833,0.004131439,0.010353865,0.008694557,0.018717991,0.0043619666,0.004343173,0.007853935
02400,0.07450281,0.06971995,0.05078583,0.05048288,0.03559985,0.051207885,0.06671591,0.05562122,0.04298146,0.056147646
03110,0.258155,0.249316,0.2299757,0.23272115,0.23758027,0.23592243,0.3083549,0.3143988,0.3266678,0.37798122
03120,0.06235428,0.09010214,0.0849646,0.061682086,0.04223906,0.066227674,0.052534632,0.041953135,0.011010438,0.011753485
03210,0.0041753515,0.005018636,0.009075057,0.003217259,0.005556892,0.0045147147,0.0053812116,0.005366324,0.006320818,0.006110978
03220,0.048821833,0.031818304,0.035010394,0.03353871,0.04420417,0.034424953,0.032260418,0.03242319,0.024607306,0.033543184
05100,0.04201439,0.03119198,0.043921735,0.038762756,0.05033944,0.038844448,0.062430993,0.057341315,0.051202573,0.05577359
05200,0.0015672024,0.0,0.0,0.00017163176,0.0,0.0,0.00051726185,0.0,0.0,0.0
06100,0.31216604,0.26519588,0.24527349,0.28072253,0.3661388,0.27877662,0.22638412,0.21792473,0.2350416,0.20044033
