Code,1384,1385,1386
1731,0.052268,0.044651,0.043059
1732,0.048959,0.035738,0.055596
1810,1.603247,1.976667,1.831938
1820,0.000106,0.002424,0.0042
1911,0.031538,0.046057,0.036641
1912,0.053522,0.043606,0.046297
1920,0.305861,0.301341,0.319351
2010,0.052595,0.072589,0.061369
2021,0.017485,0.021583,0.025329
2022,0.475837,0.461489,0.492892
2023,0.032946,0.027563,0.027649
2029,0.152474,0.139331,0.113829
2101,0.032816,0.032613,0.024226
2102,0.072087,0.089409,0.089751
2109,0.033748,0.029345,0.028639
2211,0.038902,0.027022,0.032548
2212,0.056371,0.079489,0.081259
2213,,,0.000624
2219,,0.001598,0.003347
2221,0.134741,0.126423,0.125936
2222,0.0306,0.038928,0.022707
2230,0.009022,0.003553,0.00547
2310,0.00365,0.004967,0.001638
2320,0.133975,0.144121,0.116385
2330,0.000345,0.006219,0.010901
2411,0.064614,0.04496,0.035939
2412,0.043918,0.038512,0.022998
2413,0.088292,0.052188,0.099249
2421,0.00768,0.003514,0.006872
2422,0.04319,0.053385,0.062282
2423,0.098543,0.113079,0.121363
2424,0.100497,0.06689,0.089446
2429,0.033628,0.058171,0.05488
2430,0.022034,0.017135,0.016481
2511,0.063632,0.063883,0.062103
2519,0.02653,0.037129,0.024577
2520,0.231903,0.249918,0.262961
2611,0.034196,0.045277,0.044107
2612,0.040414,0.039081,0.038062
2691,0.071553,0.070882,0.079921
2692,0.023365,0.022793,0.017119
2694,0.175793,0.190358,0.186573
2695,0.286325,0.261002,0.281856
2696,0.174013,0.189992,0.218862
2697,0.238735,0.220528,0.230885
2698,0.113156,0.123141,0.122444
2699,0.085953,0.101167,0.095153
2710,0.322641,0.295601,0.354143
2721,0.025394,0.005802,0.011525
2722,0.069861,0.060295,0.065943
2723,0.009735,0.0077,0.017791
2731,0.086676,0.111321,0.084972
2732,0.024402,0.020979,0.024997
2811,0.575549,0.559002,0.572752
2812,0.07408,0.055385,0.068448
2813,0.001349,0.001368,0.00472
2891,0.04128,0.055121,0.047785
2892,0.8446,0.812925,0.845881
2893,0.089617,0.08754,0.106489
2899,0.272302,0.26704,0.252645
2911,0.039622,0.041436,0.021594
2912,0.073768,0.062921,0.044239
2913,0.015631,0.01634,0.016662
2914,0.009092,0.007311,0.00282
2915,0.020001,0.012253,0.02555
2919,0.061927,0.07446,0.067423
2921,0.070773,0.07865,0.067932
2922,0.028011,0.012942,0.023692
2923,0.002152,0.000336,0.003302
2924,0.032842,0.041831,0.039704
2925,0.004429,0.007521,0.012172
2926,0.008929,0.003576,0.009236
2927,0.101995,0.108852,0.084189
2929,0.052121,0.044152,0.027397
2930,0.136767,0.13877,0.14309
3000,0.012723,0.030086,0.043106
3110,0.131981,0.114703,0.100719
3120,0.061991,0.070068,0.065011
3130,0.048317,0.049491,0.043104
3140,0.035668,0.02989,0.051785
3150,0.073955,0.077005,0.081456
3190,0.033665,0.035597,0.033165
3210,0.017936,0.013375,0.023666
3220,0.015702,0.013057,0.013275
3230,0.037909,0.030556,0.028964
3311,0.094918,0.093189,0.063915
3312,0.028338,0.009651,0.014444
3313,0.002976,,
3320,0.008527,0.009356,0.007935
3330,0.007862,0.012989,0.00355
3410,0.367118,0.326192,0.363831
3420,0.025683,0.014751,0.017901
3430,0.349365,0.392391,0.3957
3511,0.041773,0.025747,0.031569
3512,0.006454,0.006155,0.003595
3520,0.012946,0.012085,0.014155
3530,0.026044,0.024993,0.030244
3591,0.033925,0.03219,0.023212
3592,0.004933,0.001673,0.005192
3599,0.003376,0.007298,0.003397
3610,0.699485,0.700411,0.706006
3691,0.098599,0.10278,0.101161
3692,0.001437,0.001922,0.003802
3693,0.005462,0.003031,0.001507
3694,0.018479,0.013373,0.014052
3699,0.095982,0.091442,0.095656
3710,0.001546,0.003058,0.000802
3720,0.00498,0.010306,0.019418
3800,0.174379,0.14412,0.158158
4010,0.48156,0.44272,0.445702
4020,0.160162,0.156788,0.145786
4030,0.000836,,0.0007
4100,0.316773,0.315658,0.33784
4510,0.049033,0.041989,0.056104
4521,6.785507,7.752812,8.853085
4522,1.117944,1.076879,0.892425
4523,0.085538,0.123086,0.11173
4531,0.514931,0.552338,0.632892
4532,0.320077,0.340362,0.370241
4533,0.014121,0.009135,0.006387
4540,1.476736,1.444609,1.403711
4551,0.02012,0.01654,0.002886
4552,0.011456,0.00342,0.003529
5010,0.361616,0.330666,0.362002
5021,0.054459,0.040295,0.049828
5022,0.269039,0.221193,0.2091
5023,0.231594,0.213493,0.200149
5024,0.489604,0.541692,0.511678
5025,0.052058,0.046358,0.040563
5026,0.104661,0.108034,0.111176
5027,0.029354,0.018565,0.011695
5028,0.023448,0.037719,0.024635
5029,0.581413,0.651161,0.66115
5030,0.413948,0.434759,0.402281
5041,0.052647,0.035059,0.037001
5042,0.049906,0.036655,0.035076
5043,0.177123,0.19007,0.109463
5050,0.064523,0.070188,0.082221
5111,0.00382,0.002763,0.000987
5112,0.005587,0.007214,0.002432
5113,0.001536,0.001974,0.000264
5114,0.011705,0.006782,0.000315
5115,0.004278,0.003351,0.001435
5116,0.00664,0.015894,0.008868
5117,0.007533,0.018108,0.012055
5118,0.005425,0.003372,
5123,0.064131,0.059847,0.055278
5124,0.017289,0.030705,0.020611
5125,0.028907,0.015464,0.018892
5126,0.209795,0.191063,0.185362
5127,0.012645,0.010988,0.003177
5128,0.013798,0.005004,0.007305
5129,0.256482,0.257989,0.23296
5141,0.032213,0.055857,0.038519
5142,0.010141,0.004354,0.003332
5144,0.021791,0.018385,0.015623
5145,0.001255,0.003531,0.006565
5146,0.091911,0.13342,0.117389
5147,0.025045,0.029727,0.027106
5148,0.034293,0.03036,0.012577
5151,0.018806,0.021904,0.013377
5152,0.024485,0.02451,0.021746
5153,0.0069,0.006585,0.005613
5161,0.03946,0.027332,0.041065
5162,0.005121,0.004583,0.004497
5163,0.050676,0.050922,0.041261
5164,0.014845,0.011504,0.006051
5171,0.011984,0.022717,0.012811
5172,0.004197,0.005927,0.005289
5173,0.018074,0.009218,0.014108
5174,0.000834,0.005926,0.002415
5175,0.009024,0.011148,0.008623
5176,0.027098,0.019124,0.015285
5177,0.001446,0.000897,0.000697
5179,0.019686,0.024507,0.026086
5181,0.018211,0.025334,0.03604
5182,0.001054,0.002415,
5183,0.006795,0.006623,0.009181
5184,0.01062,0.01776,0.010834
5185,0.02369,0.01331,0.019119
5186,0.002673,0.001531,0.001408
5187,0.008159,0.001873,0.005848
5188,0.000963,0.004904,
5189,0.014384,0.010854,0.021647
5191,0.001054,0.00462,
5192,0.008471,0.006204,0.004279
5199,0.007894,0.004837,0.014005
5211,0.088351,0.038867,0.02878
5219,0.122876,0.130099,0.138548
5221,0.582329,0.547362,0.562573
5222,0.30825,0.307824,0.348166
5223,2.572336,2.528967,2.55087
5224,0.006907,0.00671,0.004579
5240,0.091709,0.077233,0.057214
5251,,0.000138,
5252,0.024432,0.030169,0.0299
5259,0.944084,0.917501,0.917538
5261,0.052031,0.034859,0.025802
5262,0.087139,0.065593,0.064611
5263,0.014732,0.012586,0.012394
5264,0.094111,0.106972,0.089337
5265,0.123624,0.130942,0.102095
5266,0.033829,0.01848,0.019702
5267,0.010099,0.008654,0.00644
5269,0.105332,0.097562,0.124532
5271,0.288521,0.277955,0.331938
5272,0.053274,0.056088,0.043513
5273,0.303159,0.312091,0.288438
5274,0.02425,0.036397,0.037721
5275,0.827246,0.828667,0.818327
5276,0.11126,0.113395,0.114944
5277,0.15366,0.157559,0.157499
5278,0.094861,0.090929,0.106826
5279,0.361521,0.450202,0.453927
5281,0.325414,0.292343,0.269229
5282,0.033314,0.028916,0.016756
5283,0.578336,0.579512,0.614389
5284,0.104825,0.126189,0.110694
5285,0.198707,0.276864,0.325035
5286,0.00861,0.016833,0.008534
5287,0.146669,0.178352,0.168221
5288,0.122716,0.108895,0.119005
5289,0.007666,0.011038,0.00628
5291,0.01743,0.023027,0.029252
5292,0.159379,0.198263,0.227417
5293,0.019907,0.017585,0.023046
5294,0.047533,0.04639,0.056177
5295,0.084854,0.08469,0.083902
5296,0.189928,0.223869,0.189465
5297,0.02579,0.042886,0.040487
5298,0.074164,0.063114,0.042516
5299,0.549567,0.616217,0.580436
5511,0.071189,0.091915,0.082194
5512,0.031596,0.021109,0.029821
5513,0.009965,0.019222,0.016921
5514,0.001279,0.00359,0.00438
5515,0.000373,,
5521,0.318367,0.32971,0.362572
5522,0.092293,0.085022,0.091766
5523,0.187217,0.167934,0.176607
5524,0.092238,0.104528,0.083718
5525,0.02129,0.015223,0.012868
5526,0.019814,0.024478,0.030314
5527,0.019483,0.013336,0.00607
5528,0.006553,0.003003,0.001179
5529,0.012778,0.018249,0.017208
6010,0.151601,0.150846,0.160465
6021,0.741071,0.596327,0.59436
6022,3.391332,3.725826,3.813436
6023,3.184479,3.369278,3.501488
6030,0.003704,0.00464,0.001944
6110,0.129169,0.120282,0.132054
6120,0.000853,0.001842,0.000807
6210,0.05607,0.046902,0.035177
6301,0.033028,0.036749,0.047397
6302,0.065753,0.060175,0.060195
6303,0.18613,0.182801,0.186456
6304,0.051252,0.065405,0.05413
6309,0.047388,0.04023,0.047076
6411,0.074918,0.070102,0.07731
6412,0.080891,0.084461,0.079837
6421,0.512684,0.495769,0.456791
6422,0.050185,0.078391,0.090954
6429,0.054944,0.037949,0.029798
6511,0.019386,0.0218,0.021792
6512,0.953039,0.999114,1.012877
6513,0.02359,0.036355,0.043734
6591,0.012566,0.008909,0.013372
6592,0.094747,0.096518,0.090087
6599,0.026253,0.012156,0.008457
6601,0.005546,0.004884,0.008973
6603,0.100449,0.112795,0.106209
6711,,0.000245,
6712,0.010711,0.022707,0.009299
6719,0.008322,0.006786,0.010105
6720,0.006379,0.010754,0.009938
7011,0.012657,0.016201,0.004322
7012,0.002465,0.002757,0.002538
7020,0.504363,0.469812,0.581212
7111,0.000803,0.000206,
7112,0.00053,0.000181,
7113,0.000343,0.000278,0.006207
7121,0.001248,,0.000646
7122,0.00232,,0.000613
7123,0.000861,0.00042,0.000476
7129,,0.000751,0.000291
7131,0.014079,0.016978,0.012879
7132,0.004145,0.002591,0.001174
7133,0.040752,0.039739,0.032039
7134,0.0057,0.001205,0.001308
7210,0.006497,0.008527,0.00188
7220,0.043745,0.056905,0.048614
7230,0.001891,0.00444,0.000939
7240,0.010237,0.005546,0.007732
7250,0.094581,0.098228,0.093319
7290,0.083919,0.095665,0.0952
7310,0.113563,0.102698,0.079726
7320,0.034519,0.030621,0.016429
7412,0.059103,0.063108,0.033747
7413,0.002579,0.004005,
7414,0.026276,0.014201,0.022669
7415,0.087826,0.09537,0.114647
7416,0.019664,0.017165,0.016993
7417,0.054776,0.063889,0.056785
7421,0.106139,0.099432,0.111494
7422,0.031289,0.029223,0.029895
7431,0.048511,0.058476,0.061095
7432,0.000848,0.002053,0.001408
7491,0.081772,0.102925,0.104545
7492,0.002851,0.010148,0.012365
7493,0.10569,0.088435,0.06765
7494,0.179681,0.177537,0.183214
7495,,0.000378,
7496,0.023612,0.013658,0.031927
7497,0.06889,0.06164,0.081212
7498,0.148222,0.177476,0.158252
7511,1.413348,1.422052,1.391861
7512,0.71078,0.732942,0.755405
7513,0.716849,0.742796,0.771962
7514,0.053614,0.060101,0.052492
7521,0.021917,0.020935,0.027461
7522,2.297733,2.321553,2.375606
7523,1.046499,0.893527,0.920079
7530,0.128115,0.155771,0.123197
8011,0.192305,0.166413,0.172283
8012,1.872828,1.834401,1.853973
8021,2.872455,2.608895,2.423586
8022,0.243102,0.210036,0.235729
8023,0.024419,0.026008,0.017306
8031,0.815105,0.826011,0.826269
8032,0.080352,0.083994,0.106591
8091,0.139794,0.147767,0.159284
8092,0.028849,0.022526,0.027177
8093,0.091243,0.101686,0.100893
8094,0.026641,0.065365,0.06272
8095,0.048623,0.046187,0.045338
8096,0.066428,0.079922,0.082466
8097,0.00339,0.004424,0.005053
8098,0.081943,0.093966,0.099844
8099,0.052465,0.04175,0.046149
8511,0.997268,0.989673,1.035279
8513,0.498402,0.49258,0.513663
8514,0.290432,0.245842,0.221024
8515,0.101553,0.104844,0.084493
8516,0.020129,0.012934,0.015322
8517,0.026553,0.04265,0.028348
8518,0.02302,0.018134,0.017037
8520,0.044069,0.038302,0.041993
8531,0.020346,0.023612,0.007734
8532,0.231305,0.203771,0.219837
9001,0.004391,0.004806,0.002975
9002,0.018394,0.025898,0.042858
9003,0.00574,0.00716,0.010525
9111,0.001833,0.007952,0.00418
9112,0.022879,0.007042,0.015725
9120,0.032738,0.04628,0.035925
9192,0.002099,0.002006,0.004235
9193,0.098779,0.102126,0.133917
9194,0.025476,0.02752,0.012574
9195,0.02172,0.035812,0.037942
9196,0.001652,,0.001416
9197,0.050757,0.058673,0.055839
9199,0.012005,0.009527,0.014064
9211,0.023629,0.029403,0.026553
9212,0.010953,0.007194,0.004797
9213,0.150976,0.16915,0.151888
9214,0.13248,0.117067,0.142419
9219,0.059918,0.059539,0.045171
9220,0.005152,0.003436,0.002188
9231,0.03925,0.029727,0.023828
9232,0.032855,0.037903,0.044407
9233,0.003166,,0.00093
9241,0.211123,0.192524,0.184395
9242,0.00775,0.012639,0.01839
9243,0.044042,0.038003,0.035131
9301,0.073298,0.078081,0.0713
9302,0.798981,0.775335,0.820817
9303,0.020137,0.015916,0.008084
9304,0.000447,0.000531,0.002796
9305,0.063028,0.049078,0.031581
9306,0.126606,0.135801,0.10753
9500,0.13787,0.139482,0.132704
9600,0.001508,0.005871,0.007521
9700,0.042254,0.034974,0.032651
9900,0.001365,0.00673,0.003741
