Code,1387,1388,1389,1390,1391
0111,8.714446,7.6876597,7.190455,6.693916,6.8932066
0112,1.1498253,1.5558015,1.5049455,1.4775851,1.3344581
0113,2.4106398,2.2665339,1.9523051,2.0966434,2.3662202
0123,0.13069244,0.05876895,0.07413438,0.10647967,0.1742975
0124,6.017569,6.6189156,6.04765,5.928258,6.0576363
0125,0.00250368,0.009402851,0.0031405245,0.0014418637,0.0041348417
0126,0.24541679,0.2336788,0.17200273,0.20570987,0.21056956
0127,0.03899523,0.064075164,0.042189877,0.04693091,0.066947326
0128,0.0051167584,0.004628729,0.0012769925,0.0018291319,0.00084608234
0129,0.02431715,0.019406939,0.017933339,0.023769744,0.028061453
0130,1.2018324,1.3005363,1.3107734,1.0877613,1.2098663
0140,0.7890814,0.65427023,0.515165,0.44877207,0.65268266
0150,0.0,0.0003844159,0.0004758002,0.0,0.00054443814
0201,0.08813066,0.08185403,0.070383504,0.086160846,0.06682889
0202,0.0020984258,0.0022891946,0.0006043667,0.0028626889,0.0014359555
0203,0.0071311276,0.006273659,0.0046679983,0.006755848,0.0017192932
0501,0.29537493,0.27527773,0.2781386,0.32527184,0.28192416
0502,0.08626251,0.020000376,0.032366153,0.03587948,0.03227378
1010,0.054947175,0.043617487,0.0411175,0.05021569,0.045050964
1020,0.0,0.00044033458,0.00023966527,0.0,0.0003187376
1030,0.0,0.0007243297,0.00023640238,0.00043606033,0.0
1110,0.2619536,0.21613531,0.27002257,0.32084486,0.28970304
1120,0.04637515,0.015408579,0.047150616,0.05685219,0.03929517
1200,0.0,0.0006088098,0.00028548593,0.0,0.0
1310,0.047850374,0.037276767,0.0454693,0.03733139,0.04517972
1320,0.065295145,0.06605287,0.041553818,0.06676665,0.06779771
1410,0.12809303,0.1572388,0.080511734,0.10134241,0.11293022
1421,0.008207736,0.00410942,0.0025524017,0.0028347159,0.010984226
1422,0.0014919058,0.0019699533,0.0014014102,0.0016190521,0.0023145173
1429,0.009594431,0.004302488,0.010842652,0.010907928,0.00562227
1512,0.019312369,0.013053314,0.035609722,0.011845751,0.012755298
1514,0.041283928,0.047371555,0.042364847,0.0455544,0.03044066
1515,0.1361068,0.08605981,0.077519,0.089673094,0.09186772
1516,0.026862267,0.016592735,0.029683508,0.038290914,0.02656157
1517,0.0074461857,0.009992374,0.007920097,0.0031796778,0.004347195
1518,0.0153645305,0.01683023,0.030507356,0.0051057553,0.011519897
1519,0.09425753,0.1279802,0.1739465,0.08451823,0.15410848
1520,0.20880269,0.24727131,0.3336147,0.24210115,0.25584716
1531,0.08630787,0.06639027,0.0969391,0.104263216,0.04992733
1532,0.003769506,0.00047146986,0.0100949695,0.00045827395,0.01571671
1533,0.023564104,0.014383167,0.019515421,0.020328186,0.019455053
1542,0.08477487,0.12508495,0.08774801,0.07751782,0.0510101
1543,0.08599806,0.09981255,0.15181516,0.102012806,0.08897941
1544,0.013510627,0.03642494,0.013612268,0.02082576,0.015459028
1545,0.77191806,0.72663045,0.86203635,0.8075216,0.8454275
1546,0.43115973,0.35080343,0.31839126,0.28260314,0.34725574
1547,0.017631326,0.03555426,0.013107403,0.007960738,0.017602542
1548,0.12565392,0.12186501,0.11236229,0.13916942,0.13912967
1551,0.0,0.0,0.00090731063,0.0010295309,0.000536478
1553,0.0017569747,0.0006713256,0.0005194013,0.0,0.0
1555,0.059091188,0.037032805,0.040067162,0.07250877,0.06789004
1556,0.014640657,0.0065771085,0.0041863793,0.01068433,0.009927079
1600,0.034286283,0.05828204,0.027972976,0.019072128,0.04052607
1711,0.4206842,0.39468622,0.38630444,0.33312374,0.34312224
1712,0.023134429,0.040293638,0.019326081,0.032057494,0.04018193
1721,0.19230013,0.18282391,0.19556941,0.22464415,0.21647322
1723,0.005674172,0.004358838,0.011150904,0.004937454,0.002323533
1724,2.5897372,2.0301976,1.7907898,1.7935667,2.059792
1725,0.07132767,0.03649155,0.019716373,0.016362583,0.05778374
1726,0.06595724,0.12236908,0.09731835,0.08323359,0.099135004
1729,0.19864336,0.336449,0.26686305,0.1892945,0.2538325
1731,0.03858401,0.0751919,0.022932691,0.025374267,0.026387386
1732,0.052137107,0.033476382,0.03634408,0.019171448,0.015788855
1810,1.9031312,2.3175223,2.0099883,1.7819977,1.6233219
1820,0.002944145,0.0,0.0,0.0,0.00033590986
1911,0.03153998,0.03095412,0.06440914,0.02341615,0.0151303625
1912,0.05481335,0.02248319,0.10545639,0.2184247,0.13192558
1920,0.30502662,0.31697986,0.25513485,0.28876412,0.4106169
2010,0.065066464,0.070075236,0.055407804,0.06260955,0.06334367
2021,0.021764826,0.020391084,0.040358923,0.017277788,0.017771656
2022,0.43148223,0.47015524,0.44044486,0.41743806,0.4570325
2023,0.038836293,0.03510032,0.014144179,0.017129304,0.0068722046
2029,0.110306844,0.10740889,0.08437491,0.12758517,0.15728459
2101,0.047466073,0.023507876,0.030778328,0.039148662,0.04052043
2102,0.083023086,0.100996904,0.0872708,0.082188375,0.11576865
2109,0.01913,0.044043344,0.050641607,0.030091166,0.050678104
2211,0.03676418,0.044283047,0.028388957,0.0098338835,0.04629645
2212,0.07166909,0.053832516,0.041504197,0.09701288,0.13826492
2213,0.0,0.00032531354,0.0032554958,0.0,0.0019169525
2219,0.0,0.0,0.0,0.005132602,0.0027922043
2221,0.14430985,0.19195692,0.11478071,0.15140373,0.112278774
2222,0.03856701,0.02816848,0.04438998,0.007544255,0.021068722
2230,0.0027514286,0.00094687584,0.0012351306,0.0022193766,0.0018988483
2310,0.0016773243,0.0060347714,0.0053653372,0.004970673,0.0068779024
2320,0.11143208,0.16948391,0.17495085,0.13725121,0.23388863
2330,0.0029277194,0.0044805147,0.00081001874,0.0072202254,0.0005787547
2411,0.031581677,0.045117322,0.040681407,0.03697619,0.0516607
2412,0.034451924,0.01949607,0.0066782734,0.00913145,0.016479986
2413,0.08829912,0.1378063,0.1580419,0.12291937,0.09188566
2421,0.008439967,0.013448448,0.01178801,0.007043281,0.0019314197
2422,0.046453312,0.05739198,0.075669445,0.070732474,0.09150938
2423,0.120863214,0.14555979,0.14051282,0.1582509,0.18576255
2424,0.071956255,0.04111688,0.08289909,0.08981496,0.07568503
2429,0.043020032,0.027852183,0.025426172,0.023750663,0.02347808
2430,0.007486155,0.0057573565,0.008210146,0.0009300755,0.012175185
2511,0.05800344,0.055077765,0.05359891,0.070764385,0.09139387
