Code,1396,1397,1398,1399,1400,1401
2659,0.000019,0.000059,0.000020,0.000001,0.000000,0.000000
3111,0.000312,0.000419,0.000370,0.000494,0.000564,0.000520
3112,0.000947,0.000721,0.000452,0.000716,0.000624,0.000800
3113,0.001553,0.001440,0.001576,0.001719,0.001824,0.001811
3114,0.000183,0.000017,0.000047,0.000036,0.000062,0.000036
3115,0.001346,0.001224,0.001074,0.001032,0.001300,0.001293
3116,0.000096,0.000057,0.000071,0.000026,0.000001,0.000052
3117,0.000173,0.000100,0.000091,0.000237,0.000252,0.000116
3118,0.000680,0.000632,0.000388,0.000423,0.000359,0.000477
3119,0.000106,0.000047,0.000119,0.000077,0.000092,0.000077
3121,0.000054,0.000076,0.000087,0.000129,0.000109,0.000138
3122,0.001298,0.001993,0.001259,0.001417,0.001459,0.001035
3123,0.000276,0.000395,0.000121,0.000077,0.000201,0.000106
3131,0.000323,0.000291,0.000284,0.000240,0.000236,0.000306
3132,0.000358,0.000173,0.000197,0.000215,0.000167,0.000220
3133,0.000084,0.000053,0.000020,0.000055,0.000020,0.000060
3134,0.000138,0.000121,0.000104,0.000169,0.000109,0.000139
3135,0.000183,0.000311,0.000358,0.000414,0.000806,0.000602
3139,0.000040,0.000128,0.000064,0.000153,0.000085,0.000005
3141,0.000048,0.000064,0.000060,0.000053,0.000031,0.000027
3142,0.000150,0.000072,0.000074,0.000037,0.000108,0.000037
3143,0.000015,0.000000,0.000000,0.000000,0.000001,0.000002
3151,0.000018,0.000032,0.000009,0.000013,0.000005,0.000000
3152,0.000178,0.000171,0.000194,0.000062,0.000082,0.000136
3153,0.000132,0.000164,0.000140,0.000153,0.000095,0.000083
3154,0.000089,0.000107,0.000036,0.000033,0.000043,0.000099
3155,0.000000,0.000008,0.000000,0.000002,0.000000,0.000000
3211,0.000372,0.000371,0.000233,0.000212,0.000449,0.000343
3212,0.000767,0.000638,0.000855,0.000795,0.000798,0.001047
3213,0.000396,0.000602,0.001060,0.000893,0.000927,0.001016
3214,0.000202,0.000211,0.000300,0.000136,0.000247,0.000275
3221,0.002486,0.002231,0.001923,0.001688,0.001378,0.001872
3222,0.000104,0.000016,0.000101,0.000098,0.000038,0.000039
3230,0.000245,0.000210,0.000191,0.000207,0.000247,0.000432
3240,0.000066,0.000137,0.000104,0.000082,0.000094,0.000086
3251,0.000639,0.000933,0.000912,0.001071,0.000996,0.000776
3252,0.000111,0.000141,0.000087,0.000040,0.000050,0.000081
3253,0.000854,0.000760,0.000817,0.001064,0.001063,0.000911
3254,0.000099,0.000058,0.000033,0.000176,0.000155,0.000065
3255,0.000138,0.000130,0.000086,0.000142,0.000122,0.000165
3256,0.000092,0.000109,0.000056,0.000007,0.000027,0.000148
3257,0.001191,0.000865,0.000716,0.000719,0.000987,0.001159
3258,0.000467,0.000573,0.000611,0.000420,0.000676,0.000607
3259,0.000353,0.000323,0.000193,0.000294,0.000393,0.000312
3311,0.000206,0.000254,0.000396,0.000534,0.000571,0.000748
3312,0.000230,0.000342,0.000195,0.000278,0.000334,0.000130
3313,0.002542,0.002224,0.001901,0.001514,0.001659,0.001804
3314,0.000108,0.000146,0.000122,0.000083,0.000097,0.000082
3315,0.000348,0.000201,0.000165,0.000216,0.000124,0.000136
3321,0.000828,0.000802,0.000784,0.001021,0.000827,0.000804
3322,0.003730,0.003730,0.004353,0.003964,0.003870,0.004035
3323,0.002278,0.002228,0.001909,0.002581,0.001724,0.001884
3324,0.006207,0.006477,0.006752,0.006887,0.006691,0.007370
3331,0.000505,0.000420,0.000326,0.000286,0.000345,0.000310
3332,0.000050,0.000043,0.000039,0.000010,0.000009,0.000029
3333,0.000096,0.000037,0.000048,0.000085,0.000066,0.000044
3334,0.006003,0.006636,0.007306,0.007728,0.008224,0.008680
3339,0.000058,0.000039,0.000016,0.000055,0.000034,0.000008
3341,0.001397,0.001092,0.000831,0.000871,0.001059,0.000941
3342,0.000254,0.000186,0.000207,0.000185,0.000243,0.000196
3343,0.001876,0.002073,0.001838,0.001795,0.001938,0.002174
3344,0.001478,0.000868,0.000644,0.000597,0.000531,0.000696
3351,0.000013,0.000094,0.000090,0.000096,0.000077,0.000081
3352,0.000177,0.000173,0.000234,0.000126,0.000042,0.000144
3353,0.000024,0.000029,0.000072,0.000053,0.000036,0.000030
3354,0.000229,0.000217,0.000145,0.000094,0.000142,0.000107
3355,0.000029,0.000026,0.000028,0.000011,0.000033,0.000000
3359,0.000659,0.000617,0.000420,0.000528,0.000496,0.000591
3411,0.000213,0.000175,0.000162,0.000213,0.000172,0.000195
3412,0.000342,0.000461,0.000229,0.000309,0.000310,0.000302
3414,0.001142,0.001220,0.000991,0.000704,0.000577,0.000650
3415,0.000025,0.000003,0.000000,0.000000,0.000010,0.000000
3421,0.000096,0.000129,0.000145,0.000232,0.000098,0.000047
3424,0.002397,0.003168,0.002709,0.002160,0.002568,0.002725
3431,0.001616,0.001717,0.001448,0.001342,0.001481,0.001527
3432,0.000990,0.000720,0.001024,0.000877,0.000642,0.000958
3433,0.000100,0.000025,0.000068,0.000027,0.000011,0.000014
3434,0.000316,0.000272,0.000233,0.000207,0.000270,0.000176
3435,0.000353,0.000219,0.000191,0.000117,0.000102,0.000046
3511,0.000400,0.000346,0.000639,0.000567,0.000467,0.000476
3512,0.000871,0.000848,0.000885,0.000970,0.000840,0.001375
3513,0.000140,0.000090,0.000124,0.000083,0.000125,0.000063
3514,0.000020,0.000047,0.000042,0.000104,0.000075,0.000044
3521,0.000676,0.000528,0.000304,0.000433,0.000760,0.000577
3522,0.000233,0.000270,0.000201,0.000140,0.000243,0.000226
4110,0.015765,0.015702,0.012605,0.013415,0.014368,0.014571
4120,0.001122,0.001281,0.001266,0.000891,0.000955,0.001076
4131,0.000450,0.000273,0.000281,0.000265,0.000255,0.000313
4132,0.000520,0.000510,0.000582,0.000641,0.000554,0.000567
4211,0.005927,0.005683,0.005659,0.005304,0.005297,0.004959
4213,0.000027,0.000003,0.000006,0.000015,0.000016,0.000001
4214,0.000083,0.000071,0.000089,0.000600,0.000304,0.000143
4221,0.000694,0.000750,0.000531,0.000459,0.000469,0.000431
4222,0.000120,0.000187,0.000244,0.000254,0.000239,0.000177
4223,0.001119,0.001098,0.000708,0.000763,0.000904,0.000811
4224,0.000390,0.000281,0.000326,0.000307,0.000243,0.000275
4225,0.000053,0.000055,0.000068,0.000059,0.000053,0.000057
4226,0.001717,0.001707,0.001888,0.002026,0.002457,0.002556
4227,0.000078,0.000079,0.000048,0.000017,0.000008,0.000008
4229,0.000153,0.000068,0.000096,0.000057,0.000098,0.000152
4311,0.000376,0.000162,0.000283,0.000156,0.000221,0.000109
4312,0.000919,0.001013,0.000908,0.001048,0.000923,0.000925
4313,0.000057,0.000012,0.000004,0.000003,0.000000,0.000007
4323,0.000704,0.000491,0.000583,0.000492,0.000507,0.000607
4324,0.004790,0.004906,0.004449,0.004690,0.005019,0.005454
4411,0.000113,0.000039,0.000055,0.000019,0.000018,0.000038
4412,0.000782,0.000845,0.000470,0.000516,0.000579,0.000531
4413,0.000002,0.000004,0.000013,0.000020,0.000016,0.000000
4414,0.000091,0.000070,0.000063,0.000046,0.000097,0.000035
4415,0.000877,0.001414,0.001425,0.001351,0.001022,0.001147
4416,0.000586,0.000367,0.000521,0.000425,0.000424,0.000370
4419,0.000085,0.000088,0.000071,0.000069,0.000076,0.000066
5111,0.000545,0.000506,0.000438,0.000530,0.000578,0.000451
5112,0.000214,0.000233,0.000229,0.000189,0.000123,0.000191
5113,0.000038,0.000124,0.000139,0.000111,0.000158,0.000075
5120,0.004488,0.004896,0.005334,0.003850,0.004044,0.005019
5131,0.002016,0.001714,0.002434,0.001379,0.001410,0.001948
5132,0.003674,0.003432,0.003486,0.003157,0.003087,0.003062
5143,0.010530,0.010436,0.011142,0.009070,0.009191,0.011792
5151,0.000923,0.000458,0.000405,0.000359,0.000154,0.000241
5152,0.000091,0.000086,0.000103,0.000052,0.000061,0.000075
5153,0.009166,0.008811,0.008620,0.008721,0.007994,0.007814
5161,0.000050,0.000006,0.000027,0.000038,0.000013,0.000061
5162,0.000023,0.000000,0.000002,0.000008,0.000000,0.000000
5163,0.000031,0.000026,0.000138,0.000111,0.000108,0.000098
5164,0.000007,0.000027,0.000015,0.000013,0.000002,0.000034
5165,0.000340,0.000450,0.000425,0.000409,0.000357,0.000507
5169,0.000141,0.000043,0.000036,0.000022,0.000018,0.000059
5211,0.000818,0.001173,0.000658,0.000639,0.000577,0.000340
5212,0.007332,0.007238,0.006791,0.006120,0.005969,0.007054
5224,0.100732,0.097294,0.093735,0.091576,0.092733,0.099590
5230,0.001295,0.001350,0.001228,0.001183,0.001147,0.001212
5241,0.000000,0.000000,0.000040,0.000000,0.000016,0.000059
5242,0.000015,0.000015,0.000000,0.000017,0.000013,0.000060
5243,0.000110,0.000047,0.000033,0.000005,0.000020,0.000053
5244,0.000164,0.000161,0.000279,0.000475,0.000707,0.000564
5245,0.001014,0.001002,0.001115,0.001033,0.000971,0.000981
5246,0.001024,0.001201,0.001480,0.000883,0.001237,0.001525
5249,0.000058,0.000219,0.000240,0.000191,0.000162,0.000202
5311,0.000390,0.000421,0.000358,0.000240,0.000282,0.000326
5312,0.000046,0.000038,0.000015,0.000007,0.000031,0.000034
5321,0.000281,0.000260,0.000433,0.000436,0.000394,0.000365
5322,0.000822,0.000913,0.000770,0.000826,0.000695,0.000617
5329,0.000645,0.000526,0.000420,0.000577,0.000558,0.000606
5411,0.000872,0.001113,0.000934,0.001165,0.001370,0.001207
5412,0.001463,0.001001,0.001029,0.000813,0.000663,0.000734
5413,0.000261,0.000081,0.000086,0.000049,0.000104,0.000091
5414,0.008873,0.008028,0.008091,0.009397,0.010322,0.010203
5419,0.000439,0.000778,0.000668,0.000457,0.000549,0.000458
6111,0.054297,0.052451,0.051315,0.052144,0.049004,0.047908
6112,0.018484,0.021226,0.021047,0.021201,0.020963,0.020876
6113,0.002753,0.002073,0.001877,0.001938,0.002200,0.002075
6114,0.000718,0.000273,0.000566,0.000600,0.001222,0.000602
6121,0.051114,0.052205,0.052324,0.050946,0.044874,0.038379
6122,0.001090,0.001365,0.001421,0.000801,0.000468,0.000658
6123,0.000911,0.001066,0.001072,0.000939,0.001025,0.000882
6129,0.000074,0.000107,0.000103,0.000131,0.000099,0.000132
6130,0.004338,0.004580,0.004052,0.004451,0.005012,0.003271
6210,0.000366,0.000142,0.000116,0.000115,0.000117,0.000103
6221,0.000232,0.000227,0.000236,0.000248,0.000182,0.000232
6224,0.000025,0.000002,0.000021,0.000033,0.000002,0.000006
6225,0.002306,0.002775,0.002587,0.002691,0.002416,0.002802
6310,0.000247,0.000104,0.000037,0.000042,0.000047,0.000036
6320,0.000879,0.000448,0.000367,0.000320,0.000252,0.000157
6330,0.000102,0.000226,0.000358,0.000108,0.000000,0.000105
6340,0.000023,0.000033,0.000103,0.000039,0.000021,0.000041
7111,0.009579,0.008419,0.009431,0.009713,0.010970,0.011270
7112,0.000439,0.000393,0.000407,0.000584,0.000679,0.001112
7113,0.002711,0.002992,0.003250,0.003309,0.004190,0.003640
7114,0.003682,0.003778,0.003873,0.004091,0.004124,0.004426
7115,0.001045,0.001215,0.001280,0.001302,0.001402,0.001521
7119,0.000759,0.000756,0.000910,0.000876,0.001031,0.001080
7121,0.000984,0.001220,0.000894,0.001058,0.000957,0.000813
7122,0.004429,0.004490,0.004086,0.004631,0.004860,0.004626
7123,0.008322,0.007789,0.008902,0.009249,0.010058,0.009386
7124,0.001371,0.000837,0.000883,0.000935,0.000968,0.000932
7125,0.000623,0.000762,0.000779,0.000737,0.000715,0.000941
7126,0.006539,0.005978,0.005598,0.005393,0.006028,0.006182
7127,0.001469,0.001730,0.002127,0.002401,0.001911,0.001856
7131,0.006819,0.006586,0.006848,0.007540,0.006668,0.006060
7132,0.001952,0.001668,0.001829,0.001778,0.001851,0.002068
7133,0.000127,0.000153,0.000092,0.000093,0.000021,0.000124
7211,0.000731,0.000432,0.000503,0.000536,0.000500,0.000612
7212,0.013055,0.011783,0.012125,0.013603,0.013918,0.013748
7213,0.003427,0.003681,0.002830,0.003106,0.002779,0.002578
7214,0.000521,0.000519,0.000569,0.000538,0.000561,0.000884
7215,0.000019,0.000004,0.000016,0.000030,0.000025,0.000034
7221,0.002836,0.002469,0.002218,0.002518,0.002349,0.001910
7222,0.000884,0.001038,0.001035,0.001173,0.000942,0.001199
7225,0.003955,0.003712,0.003738,0.004393,0.004028,0.004480
7231,0.017581,0.017323,0.018046,0.019411,0.019988,0.020917
7232,0.000087,0.000177,0.000164,0.000128,0.000168,0.000074
7233,0.003944,0.004035,0.003879,0.004594,0.004387,0.004257
7234,0.000252,0.000225,0.000181,0.000223,0.000287,0.000213
7311,0.000327,0.000309,0.000404,0.000345,0.000307,0.000203
7312,0.000022,0.000065,0.000134,0.000115,0.000047,0.000054
7313,0.001382,0.001112,0.001088,0.000902,0.000749,0.000780
7314,0.000654,0.000748,0.000744,0.000796,0.001039,0.000895
7315,0.000449,0.000509,0.000466,0.000321,0.000256,0.000276
7316,0.000319,0.000346,0.000357,0.000252,0.000300,0.000291
7317,0.000751,0.000812,0.000798,0.000826,0.000771,0.000843
7318,0.021751,0.018894,0.017286,0.014780,0.013736,0.013182
7319,0.000415,0.000389,0.000458,0.000236,0.000353,0.000523
7321,0.000391,0.000290,0.000328,0.000217,0.000241,0.000300
7322,0.000882,0.001062,0.001056,0.001204,0.001281,0.001136
7323,0.000333,0.000147,0.000317,0.000305,0.000250,0.000297
7411,0.005687,0.005927,0.005587,0.005521,0.005691,0.005848
7412,0.007460,0.006864,0.006629,0.007620,0.007542,0.007643
7413,0.000875,0.000720,0.000923,0.000708,0.000771,0.000799
7421,0.001242,0.001048,0.000988,0.001143,0.001128,0.001154
7422,0.001501,0.001494,0.001726,0.001653,0.001636,0.002179
7511,0.000800,0.000773,0.000807,0.000725,0.000970,0.001306
7513,0.000248,0.000301,0.000382,0.000182,0.000174,0.000208
7514,0.002345,0.004301,0.004285,0.002982,0.001205,0.002507
7515,0.000042,0.000180,0.000005,0.000019,0.000054,0.000051
7516,0.000023,0.000000,0.000006,0.000028,0.000002,0.000032
7517,0.008433,0.007986,0.008609,0.008099,0.007318,0.007184
7518,0.002839,0.002674,0.002467,0.001959,0.002281,0.001848
7521,0.000089,0.000024,0.000071,0.000064,0.000112,0.000048
7522,0.010604,0.010460,0.010634,0.011908,0.011323,0.011697
7523,0.000071,0.000151,0.000103,0.000171,0.000141,0.000227
7532,0.000278,0.000244,0.000339,0.000587,0.000502,0.000502
7535,0.000216,0.000185,0.000175,0.000136,0.000173,0.000145
7536,0.003281,0.002830,0.003296,0.002513,0.002854,0.003599
7537,0.022384,0.022986,0.022217,0.019918,0.017679,0.017774
7541,0.000030,0.000017,0.000000,0.000006,0.000003,0.000000
7542,0.000065,0.000043,0.000039,0.000028,0.000021,0.000018
7543,0.001130,0.000711,0.001088,0.001297,0.001062,0.001426
7544,0.000000,0.000000,0.000012,0.000000,0.000000,0.000003
7549,0.000029,0.000028,0.000008,0.000010,0.000021,0.000002
8111,0.000418,0.000482,0.000661,0.000463,0.000446,0.000468
8112,0.000618,0.000709,0.000654,0.000775,0.000782,0.000791
8113,0.000728,0.000895,0.000887,0.000843,0.000650,0.000665
8114,0.001805,0.001834,0.001841,0.001940,0.001730,0.001623
8121,0.001629,0.002132,0.002212,0.002370,0.002739,0.003068
8122,0.000196,0.000209,0.000265,0.000241,0.000298,0.000210
8131,0.001029,0.000942,0.001337,0.001329,0.001405,0.001453
8132,0.000078,0.000096,0.000110,0.000197,0.000149,0.000097
8141,0.000400,0.000717,0.000661,0.000957,0.000715,0.000976
8142,0.002676,0.002440,0.002866,0.002553,0.002640,0.003151
8143,0.000629,0.000696,0.000713,0.000692,0.000695,0.000644
8151,0.000957,0.001166,0.001027,0.000926,0.001008,0.001005
8152,0.001221,0.001959,0.001373,0.001407,0.001401,0.001520
8153,0.000699,0.003646,0.003393,0.003823,0.004329,0.006446
8154,0.000070,0.000125,0.000120,0.000104,0.000251,0.000097
8155,0.000024,0.000023,0.000076,0.000031,0.000104,0.000019
8156,0.000315,0.000246,0.000285,0.000357,0.000385,0.000422
8157,0.000357,0.000440,0.000571,0.000618,0.000535,0.000590
8159,0.000028,0.000039,0.000062,0.000028,0.000058,0.000013
8160,0.002375,0.002807,0.002689,0.002862,0.002896,0.003168
8171,0.000182,0.000275,0.000223,0.000251,0.000246,0.000235
8172,0.000443,0.000457,0.000669,0.000629,0.000783,0.000662
8182,0.000063,0.000099,0.000063,0.000079,0.000051,0.000025
8183,0.001851,0.001586,0.001795,0.001844,0.001767,0.002029
8184,0.000783,0.000820,0.000820,0.000719,0.000980,0.001395
8185,0.000131,0.000279,0.000497,0.000291,0.000266,0.000477
8189,0.000078,0.000238,0.000394,0.000341,0.000316,0.000475
8211,0.001465,0.001338,0.001179,0.001057,0.001178,0.001743
8212,0.001068,0.000878,0.000882,0.001214,0.001152,0.001249
8219,0.000284,0.000336,0.000358,0.000498,0.000368,0.000496
8311,0.000249,0.000224,0.000201,0.000169,0.000249,0.000443
8312,0.000367,0.000250,0.000233,0.000197,0.000331,0.000244
8321,0.002928,0.003872,0.003631,0.003307,0.003410,0.003417
8322,0.061666,0.061096,0.065681,0.062194,0.060918,0.066450
8331,0.004705,0.004155,0.004183,0.004026,0.003064,0.003419
8332,0.024478,0.023283,0.023203,0.024969,0.025982,0.026105
8341,0.002179,0.002585,0.002583,0.002511,0.002314,0.002357
8342,0.002308,0.002239,0.002082,0.002157,0.002046,0.002031
8343,0.000895,0.000766,0.000781,0.000630,0.000930,0.000874
8344,0.000574,0.000639,0.000878,0.001106,0.000760,0.000557
8350,0.000616,0.000443,0.000959,0.001004,0.000989,0.000936
9111,0.002079,0.002050,0.001874,0.001728,0.002062,0.001678
9112,0.007034,0.005992,0.006697,0.006766,0.007612,0.008623
9121,0.000248,0.000253,0.000270,0.000339,0.000219,0.000330
9122,0.000826,0.001144,0.001202,0.001058,0.000795,0.001063
9123,0.000000,0.000008,0.000000,0.000001,0.000000,0.000020
9129,0.000228,0.000262,0.000281,0.000097,0.000156,0.000196
9211,0.019417,0.017966,0.020247,0.018625,0.017566,0.016316
9212,0.006683,0.006369,0.006723,0.006451,0.006330,0.005536
9213,0.000083,0.000217,0.000094,0.000096,0.000210,0.000157
9214,0.008838,0.009917,0.010188,0.010069,0.009170,0.008569
9215,0.000005,0.000004,0.000003,0.000006,0.000005,0.000000
9216,0.000227,0.000097,0.000100,0.000079,0.000041,0.000081
9311,0.001034,0.001347,0.001144,0.001154,0.001142,0.001154
9314,0.061491,0.058282,0.057140,0.067530,0.069721,0.068286
9321,0.003303,0.002817,0.003604,0.003070,0.003840,0.003908
9329,0.000897,0.001118,0.001060,0.001501,0.001601,0.002195
9333,0.007358,0.009641,0.008943,0.009427,0.010885,0.010352
9334,0.000077,0.000110,0.000156,0.000372,0.000314,0.000190
9335,0.000058,0.000092,0.000090,0.000067,0.000034,0.000072
9411,0.000183,0.000380,0.000363,0.000128,0.000156,0.000455
9412,0.001083,0.001480,0.001178,0.001097,0.001156,0.001105
9510,0.001335,0.001392,0.001716,0.001440,0.001573,0.000994
9520,0.006742,0.005847,0.005089,0.004937,0.005584,0.005342
9614,0.005853,0.006047,0.007772,0.008084,0.008359,0.008565
9621,0.000185,0.000308,0.000273,0.000234,0.000220,0.000249
9623,0.000921,0.000753,0.000771,0.000678,0.000654,0.000503
9629,0.000501,0.001099,0.001556,0.001470,0.001980,0.001843
